1.621009957303208182e+00,1.037964861723182697e+00,2.292964868200527917e+00
1.621009957303208182e+00,1.012113626794408638e+00,2.356293252350959211e+00
1.259608269946492332e+00,1.038940470548866291e+00,2.380280797916372926e+00
1.293027349998367326e+00,1.011674936608861763e+00,2.355072549225959211e+00
1.621009718884629081e+00,1.012163217858861763e+00,2.295406274450527917e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.259608269946492332e+00,1.038940470548866291e+00,2.380280797916372926e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.621010195721787284e+00,1.037964861723182697e+00,2.258787564886318933e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.621010195721787284e+00,1.037964861723182697e+00,2.258787564886318933e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.621010195721787284e+00,1.037964861723182697e+00,2.258787564886318933e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.293027349998367326e+00,1.011674936608861763e+00,2.355072549225959211e+00
1.621010195721787284e+00,1.037964861723182697e+00,2.258787564886318933e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.621009957303208182e+00,1.037964861723182697e+00,2.292964868200527917e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.621010434140366385e+00,1.037964861723182697e+00,2.258785180700527917e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.259608269946492332e+00,1.038940470548866291e+00,2.380280797916372926e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.620888125409287284e+00,1.031250000000000000e+00,2.258785180700527917e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.621010195721787284e+00,1.037964861723182697e+00,2.258787564886318933e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
1.621010195721787284e+00,1.037964861723182697e+00,2.258787564886318933e+00
1.295112082054031388e+00,1.011675413446019967e+00,2.553216161810504481e+00
1.621010195721787284e+00,1.037964861723182697e+00,2.258787564886318933e+00
1.621010434140366385e+00,1.047452788193716344e+00,2.258792333257900964e+00
1.621010195721787284e+00,1.037964861723182697e+00,2.258787564886318933e+00
1.348880240063711211e+00,1.031250000000000000e+00,2.380276029544790894e+00
